assignment_id,chi_cL,chi_ca,chi_cb,chi_cd,chi_La,chi_Lb,chi_Ld,chi_ab,chi_ad,chi_bd,index_cL,index_ca,index_cb,index_cd,index_La,index_Lb,index_Ld,index_ab,index_ad,index_bd,preserves_six_family_indices,preserves_all_M1_indices,scalar_up,scalar_down,scalar_neutrino,scalar_charged_lepton,all_four_scalar_bilinears,signed_6D_dimension,I8_p2_coefficient,I8_c3_coefficient,4D_Y_BL_phase_anomaly_free
254,-1,-1,1,1,1,1,1,1,1,-1,-3,3,-3,0,-6,-6,-3,0,3,-3,False,False,False,True,False,True,False,4,-1/360,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
255,-1,-1,1,1,1,1,1,1,1,1,-3,3,-3,0,-6,-6,-3,0,3,3,False,False,False,True,False,False,False,6,-1/240,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
256,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,3,0,6,6,3,0,-3,-3,False,False,True,False,False,False,False,-18,1/80,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
257,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-3,-3,3,0,6,6,3,0,-3,3,False,False,True,False,False,True,False,-16,1/90,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
258,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-3,-3,3,0,6,6,3,0,3,-3,False,False,True,False,True,False,False,-16,1/90,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
259,-1,1,-1,-1,-1,-1,-1,-1,1,1,-3,-3,3,0,6,6,3,0,3,3,False,False,True,False,True,True,False,-14,7/720,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
260,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-3,-3,3,0,6,6,3,0,-3,-3,False,False,True,False,False,False,False,-16,1/90,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
261,-1,1,-1,-1,-1,-1,-1,1,-1,1,-3,-3,3,0,6,6,3,0,-3,3,False,False,True,False,False,True,False,-14,7/720,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
262,-1,1,-1,-1,-1,-1,-1,1,1,-1,-3,-3,3,0,6,6,3,0,3,-3,False,False,True,False,True,False,False,-14,7/720,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
263,-1,1,-1,-1,-1,-1,-1,1,1,1,-3,-3,3,0,6,6,3,0,3,3,False,False,True,False,True,True,False,-12,1/120,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
264,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-3,-3,3,0,6,6,-3,0,-3,-3,False,False,True,False,True,True,False,-14,7/720,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
265,-1,1,-1,-1,-1,-1,1,-1,-1,1,-3,-3,3,0,6,6,-3,0,-3,3,False,False,True,False,True,False,False,-12,1/120,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
266,-1,1,-1,-1,-1,-1,1,-1,1,-1,-3,-3,3,0,6,6,-3,0,3,-3,False,False,True,False,False,True,False,-12,1/120,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
267,-1,1,-1,-1,-1,-1,1,-1,1,1,-3,-3,3,0,6,6,-3,0,3,3,False,False,True,False,False,False,False,-10,1/144,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
268,-1,1,-1,-1,-1,-1,1,1,-1,-1,-3,-3,3,0,6,6,-3,0,-3,-3,False,False,True,False,True,True,False,-12,1/120,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
269,-1,1,-1,-1,-1,-1,1,1,-1,1,-3,-3,3,0,6,6,-3,0,-3,3,False,False,True,False,True,False,False,-10,1/144,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
270,-1,1,-1,-1,-1,-1,1,1,1,-1,-3,-3,3,0,6,6,-3,0,3,-3,False,False,True,False,False,True,False,-10,1/144,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
271,-1,1,-1,-1,-1,-1,1,1,1,1,-3,-3,3,0,6,6,-3,0,3,3,False,False,True,False,False,False,False,-8,1/180,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
272,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-3,-3,3,0,6,-6,3,0,-3,-3,False,False,True,False,False,False,False,-14,7/720,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
273,-1,1,-1,-1,-1,1,-1,-1,-1,1,-3,-3,3,0,6,-6,3,0,-3,3,False,False,True,False,False,True,False,-12,1/120,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
274,-1,1,-1,-1,-1,1,-1,-1,1,-1,-3,-3,3,0,6,-6,3,0,3,-3,False,False,True,False,True,False,False,-12,1/120,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
275,-1,1,-1,-1,-1,1,-1,-1,1,1,-3,-3,3,0,6,-6,3,0,3,3,False,False,True,False,True,True,False,-10,1/144,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
276,-1,1,-1,-1,-1,1,-1,1,-1,-1,-3,-3,3,0,6,-6,3,0,-3,-3,False,False,True,False,False,False,False,-12,1/120,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
277,-1,1,-1,-1,-1,1,-1,1,-1,1,-3,-3,3,0,6,-6,3,0,-3,3,False,False,True,False,False,True,False,-10,1/144,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
278,-1,1,-1,-1,-1,1,-1,1,1,-1,-3,-3,3,0,6,-6,3,0,3,-3,False,False,True,False,True,False,False,-10,1/144,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
279,-1,1,-1,-1,-1,1,-1,1,1,1,-3,-3,3,0,6,-6,3,0,3,3,False,False,True,False,True,True,False,-8,1/180,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
280,-1,1,-1,-1,-1,1,1,-1,-1,-1,-3,-3,3,0,6,-6,-3,0,-3,-3,False,False,True,False,True,True,False,-10,1/144,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
281,-1,1,-1,-1,-1,1,1,-1,-1,1,-3,-3,3,0,6,-6,-3,0,-3,3,False,False,True,False,True,False,False,-8,1/180,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
282,-1,1,-1,-1,-1,1,1,-1,1,-1,-3,-3,3,0,6,-6,-3,0,3,-3,False,False,True,False,False,True,False,-8,1/180,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
283,-1,1,-1,-1,-1,1,1,-1,1,1,-3,-3,3,0,6,-6,-3,0,3,3,False,False,True,False,False,False,False,-6,1/240,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
284,-1,1,-1,-1,-1,1,1,1,-1,-1,-3,-3,3,0,6,-6,-3,0,-3,-3,False,False,True,False,True,True,False,-8,1/180,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
285,-1,1,-1,-1,-1,1,1,1,-1,1,-3,-3,3,0,6,-6,-3,0,-3,3,False,False,True,False,True,False,False,-6,1/240,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
286,-1,1,-1,-1,-1,1,1,1,1,-1,-3,-3,3,0,6,-6,-3,0,3,-3,False,False,True,False,False,True,False,-6,1/240,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
287,-1,1,-1,-1,-1,1,1,1,1,1,-3,-3,3,0,6,-6,-3,0,3,3,False,False,True,False,False,False,False,-4,1/360,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
288,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-3,-3,3,0,-6,6,3,0,-3,-3,False,False,True,False,False,False,False,-14,7/720,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
289,-1,1,-1,-1,1,-1,-1,-1,-1,1,-3,-3,3,0,-6,6,3,0,-3,3,False,False,True,False,False,True,False,-12,1/120,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
290,-1,1,-1,-1,1,-1,-1,-1,1,-1,-3,-3,3,0,-6,6,3,0,3,-3,False,False,True,False,True,False,False,-12,1/120,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
291,-1,1,-1,-1,1,-1,-1,-1,1,1,-3,-3,3,0,-6,6,3,0,3,3,False,False,True,False,True,True,False,-10,1/144,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
292,-1,1,-1,-1,1,-1,-1,1,-1,-1,-3,-3,3,0,-6,6,3,0,-3,-3,False,False,True,False,False,False,False,-12,1/120,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
293,-1,1,-1,-1,1,-1,-1,1,-1,1,-3,-3,3,0,-6,6,3,0,-3,3,False,False,True,False,False,True,False,-10,1/144,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
294,-1,1,-1,-1,1,-1,-1,1,1,-1,-3,-3,3,0,-6,6,3,0,3,-3,False,False,True,False,True,False,False,-10,1/144,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
295,-1,1,-1,-1,1,-1,-1,1,1,1,-3,-3,3,0,-6,6,3,0,3,3,False,False,True,False,True,True,False,-8,1/180,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
296,-1,1,-1,-1,1,-1,1,-1,-1,-1,-3,-3,3,0,-6,6,-3,0,-3,-3,False,False,True,False,True,True,False,-10,1/144,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
297,-1,1,-1,-1,1,-1,1,-1,-1,1,-3,-3,3,0,-6,6,-3,0,-3,3,False,False,True,False,True,False,False,-8,1/180,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
298,-1,1,-1,-1,1,-1,1,-1,1,-1,-3,-3,3,0,-6,6,-3,0,3,-3,False,False,True,False,False,True,False,-8,1/180,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
299,-1,1,-1,-1,1,-1,1,-1,1,1,-3,-3,3,0,-6,6,-3,0,3,3,False,False,True,False,False,False,False,-6,1/240,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
300,-1,1,-1,-1,1,-1,1,1,-1,-1,-3,-3,3,0,-6,6,-3,0,-3,-3,False,False,True,False,True,True,False,-8,1/180,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
301,-1,1,-1,-1,1,-1,1,1,-1,1,-3,-3,3,0,-6,6,-3,0,-3,3,False,False,True,False,True,False,False,-6,1/240,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
302,-1,1,-1,-1,1,-1,1,1,1,-1,-3,-3,3,0,-6,6,-3,0,3,-3,False,False,True,False,False,True,False,-6,1/240,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
303,-1,1,-1,-1,1,-1,1,1,1,1,-3,-3,3,0,-6,6,-3,0,3,3,False,False,True,False,False,False,False,-4,1/360,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
304,-1,1,-1,-1,1,1,-1,-1,-1,-1,-3,-3,3,0,-6,-6,3,0,-3,-3,False,False,True,False,False,False,False,-10,1/144,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
305,-1,1,-1,-1,1,1,-1,-1,-1,1,-3,-3,3,0,-6,-6,3,0,-3,3,False,False,True,False,False,True,False,-8,1/180,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
306,-1,1,-1,-1,1,1,-1,-1,1,-1,-3,-3,3,0,-6,-6,3,0,3,-3,False,False,True,False,True,False,False,-8,1/180,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
307,-1,1,-1,-1,1,1,-1,-1,1,1,-3,-3,3,0,-6,-6,3,0,3,3,False,False,True,False,True,True,False,-6,1/240,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
308,-1,1,-1,-1,1,1,-1,1,-1,-1,-3,-3,3,0,-6,-6,3,0,-3,-3,False,False,True,False,False,False,False,-8,1/180,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
309,-1,1,-1,-1,1,1,-1,1,-1,1,-3,-3,3,0,-6,-6,3,0,-3,3,False,False,True,False,False,True,False,-6,1/240,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
310,-1,1,-1,-1,1,1,-1,1,1,-1,-3,-3,3,0,-6,-6,3,0,3,-3,False,False,True,False,True,False,False,-6,1/240,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
311,-1,1,-1,-1,1,1,-1,1,1,1,-3,-3,3,0,-6,-6,3,0,3,3,False,False,True,False,True,True,False,-4,1/360,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
312,-1,1,-1,-1,1,1,1,-1,-1,-1,-3,-3,3,0,-6,-6,-3,0,-3,-3,False,False,True,False,True,True,False,-6,1/240,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
313,-1,1,-1,-1,1,1,1,-1,-1,1,-3,-3,3,0,-6,-6,-3,0,-3,3,False,False,True,False,True,False,False,-4,1/360,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
314,-1,1,-1,-1,1,1,1,-1,1,-1,-3,-3,3,0,-6,-6,-3,0,3,-3,False,False,True,False,False,True,False,-4,1/360,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
315,-1,1,-1,-1,1,1,1,-1,1,1,-3,-3,3,0,-6,-6,-3,0,3,3,False,False,True,False,False,False,False,-2,1/720,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
316,-1,1,-1,-1,1,1,1,1,-1,-1,-3,-3,3,0,-6,-6,-3,0,-3,-3,False,False,True,False,True,True,False,-4,1/360,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
317,-1,1,-1,-1,1,1,1,1,-1,1,-3,-3,3,0,-6,-6,-3,0,-3,3,False,False,True,False,True,False,False,-2,1/720,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
318,-1,1,-1,-1,1,1,1,1,1,-1,-3,-3,3,0,-6,-6,-3,0,3,-3,False,False,True,False,False,True,False,-2,1/720,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
319,-1,1,-1,-1,1,1,1,1,1,1,-3,-3,3,0,-6,-6,-3,0,3,3,False,False,True,False,False,False,False,0,0,f_L - f_a/2 + f_b/2 - 3*f_c/2 + f_d/2,False
320,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-3,-3,3,0,6,6,3,0,-3,-3,False,False,True,False,False,False,False,-12,1/120,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
321,-1,1,-1,1,-1,-1,-1,-1,-1,1,-3,-3,3,0,6,6,3,0,-3,3,False,False,True,False,False,True,False,-10,1/144,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
322,-1,1,-1,1,-1,-1,-1,-1,1,-1,-3,-3,3,0,6,6,3,0,3,-3,False,False,True,False,True,False,False,-10,1/144,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
323,-1,1,-1,1,-1,-1,-1,-1,1,1,-3,-3,3,0,6,6,3,0,3,3,False,False,True,False,True,True,False,-8,1/180,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
324,-1,1,-1,1,-1,-1,-1,1,-1,-1,-3,-3,3,0,6,6,3,0,-3,-3,False,False,True,False,False,False,False,-10,1/144,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
325,-1,1,-1,1,-1,-1,-1,1,-1,1,-3,-3,3,0,6,6,3,0,-3,3,False,False,True,False,False,True,False,-8,1/180,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
326,-1,1,-1,1,-1,-1,-1,1,1,-1,-3,-3,3,0,6,6,3,0,3,-3,False,False,True,False,True,False,False,-8,1/180,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
327,-1,1,-1,1,-1,-1,-1,1,1,1,-3,-3,3,0,6,6,3,0,3,3,False,False,True,False,True,True,False,-6,1/240,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
328,-1,1,-1,1,-1,-1,1,-1,-1,-1,-3,-3,3,0,6,6,-3,0,-3,-3,False,False,True,False,True,True,False,-8,1/180,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
329,-1,1,-1,1,-1,-1,1,-1,-1,1,-3,-3,3,0,6,6,-3,0,-3,3,False,False,True,False,True,False,False,-6,1/240,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
330,-1,1,-1,1,-1,-1,1,-1,1,-1,-3,-3,3,0,6,6,-3,0,3,-3,False,False,True,False,False,True,False,-6,1/240,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
331,-1,1,-1,1,-1,-1,1,-1,1,1,-3,-3,3,0,6,6,-3,0,3,3,False,False,True,False,False,False,False,-4,1/360,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
332,-1,1,-1,1,-1,-1,1,1,-1,-1,-3,-3,3,0,6,6,-3,0,-3,-3,False,False,True,False,True,True,False,-6,1/240,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
333,-1,1,-1,1,-1,-1,1,1,-1,1,-3,-3,3,0,6,6,-3,0,-3,3,False,False,True,False,True,False,False,-4,1/360,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
334,-1,1,-1,1,-1,-1,1,1,1,-1,-3,-3,3,0,6,6,-3,0,3,-3,False,False,True,False,False,True,False,-4,1/360,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
335,-1,1,-1,1,-1,-1,1,1,1,1,-3,-3,3,0,6,6,-3,0,3,3,False,False,True,False,False,False,False,-2,1/720,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
336,-1,1,-1,1,-1,1,-1,-1,-1,-1,-3,-3,3,0,6,-6,3,0,-3,-3,False,False,True,False,False,False,False,-8,1/180,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
337,-1,1,-1,1,-1,1,-1,-1,-1,1,-3,-3,3,0,6,-6,3,0,-3,3,False,False,True,False,False,True,False,-6,1/240,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
338,-1,1,-1,1,-1,1,-1,-1,1,-1,-3,-3,3,0,6,-6,3,0,3,-3,False,False,True,False,True,False,False,-6,1/240,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
339,-1,1,-1,1,-1,1,-1,-1,1,1,-3,-3,3,0,6,-6,3,0,3,3,False,False,True,False,True,True,False,-4,1/360,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
340,-1,1,-1,1,-1,1,-1,1,-1,-1,-3,-3,3,0,6,-6,3,0,-3,-3,False,False,True,False,False,False,False,-6,1/240,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
341,-1,1,-1,1,-1,1,-1,1,-1,1,-3,-3,3,0,6,-6,3,0,-3,3,False,False,True,False,False,True,False,-4,1/360,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
342,-1,1,-1,1,-1,1,-1,1,1,-1,-3,-3,3,0,6,-6,3,0,3,-3,False,False,True,False,True,False,False,-4,1/360,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
343,-1,1,-1,1,-1,1,-1,1,1,1,-3,-3,3,0,6,-6,3,0,3,3,False,False,True,False,True,True,False,-2,1/720,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
344,-1,1,-1,1,-1,1,1,-1,-1,-1,-3,-3,3,0,6,-6,-3,0,-3,-3,False,False,True,False,True,True,False,-4,1/360,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
345,-1,1,-1,1,-1,1,1,-1,-1,1,-3,-3,3,0,6,-6,-3,0,-3,3,False,False,True,False,True,False,False,-2,1/720,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
346,-1,1,-1,1,-1,1,1,-1,1,-1,-3,-3,3,0,6,-6,-3,0,3,-3,False,False,True,False,False,True,False,-2,1/720,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
347,-1,1,-1,1,-1,1,1,-1,1,1,-3,-3,3,0,6,-6,-3,0,3,3,False,False,True,False,False,False,False,0,0,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
348,-1,1,-1,1,-1,1,1,1,-1,-1,-3,-3,3,0,6,-6,-3,0,-3,-3,False,False,True,False,True,True,False,-2,1/720,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
349,-1,1,-1,1,-1,1,1,1,-1,1,-3,-3,3,0,6,-6,-3,0,-3,3,False,False,True,False,True,False,False,0,0,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
350,-1,1,-1,1,-1,1,1,1,1,-1,-3,-3,3,0,6,-6,-3,0,3,-3,False,False,True,False,False,True,False,0,0,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
351,-1,1,-1,1,-1,1,1,1,1,1,-3,-3,3,0,6,-6,-3,0,3,3,False,False,True,False,False,False,False,2,-1/720,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
352,-1,1,-1,1,1,-1,-1,-1,-1,-1,-3,-3,3,0,-6,6,3,0,-3,-3,False,False,True,False,False,False,False,-8,1/180,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
353,-1,1,-1,1,1,-1,-1,-1,-1,1,-3,-3,3,0,-6,6,3,0,-3,3,False,False,True,False,False,True,False,-6,1/240,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
354,-1,1,-1,1,1,-1,-1,-1,1,-1,-3,-3,3,0,-6,6,3,0,3,-3,False,False,True,False,True,False,False,-6,1/240,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
355,-1,1,-1,1,1,-1,-1,-1,1,1,-3,-3,3,0,-6,6,3,0,3,3,False,False,True,False,True,True,False,-4,1/360,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
356,-1,1,-1,1,1,-1,-1,1,-1,-1,-3,-3,3,0,-6,6,3,0,-3,-3,False,False,True,False,False,False,False,-6,1/240,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
357,-1,1,-1,1,1,-1,-1,1,-1,1,-3,-3,3,0,-6,6,3,0,-3,3,False,False,True,False,False,True,False,-4,1/360,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
358,-1,1,-1,1,1,-1,-1,1,1,-1,-3,-3,3,0,-6,6,3,0,3,-3,False,False,True,False,True,False,False,-4,1/360,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
359,-1,1,-1,1,1,-1,-1,1,1,1,-3,-3,3,0,-6,6,3,0,3,3,False,False,True,False,True,True,False,-2,1/720,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
360,-1,1,-1,1,1,-1,1,-1,-1,-1,-3,-3,3,0,-6,6,-3,0,-3,-3,False,False,True,False,True,True,False,-4,1/360,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
361,-1,1,-1,1,1,-1,1,-1,-1,1,-3,-3,3,0,-6,6,-3,0,-3,3,False,False,True,False,True,False,False,-2,1/720,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
362,-1,1,-1,1,1,-1,1,-1,1,-1,-3,-3,3,0,-6,6,-3,0,3,-3,False,False,True,False,False,True,False,-2,1/720,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
363,-1,1,-1,1,1,-1,1,-1,1,1,-3,-3,3,0,-6,6,-3,0,3,3,False,False,True,False,False,False,False,0,0,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
364,-1,1,-1,1,1,-1,1,1,-1,-1,-3,-3,3,0,-6,6,-3,0,-3,-3,False,False,True,False,True,True,False,-2,1/720,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
365,-1,1,-1,1,1,-1,1,1,-1,1,-3,-3,3,0,-6,6,-3,0,-3,3,False,False,True,False,True,False,False,0,0,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
366,-1,1,-1,1,1,-1,1,1,1,-1,-3,-3,3,0,-6,6,-3,0,3,-3,False,False,True,False,False,True,False,0,0,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
367,-1,1,-1,1,1,-1,1,1,1,1,-3,-3,3,0,-6,6,-3,0,3,3,False,False,True,False,False,False,False,2,-1/720,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
368,-1,1,-1,1,1,1,-1,-1,-1,-1,-3,-3,3,0,-6,-6,3,0,-3,-3,False,False,True,False,False,False,False,-4,1/360,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
369,-1,1,-1,1,1,1,-1,-1,-1,1,-3,-3,3,0,-6,-6,3,0,-3,3,False,False,True,False,False,True,False,-2,1/720,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
370,-1,1,-1,1,1,1,-1,-1,1,-1,-3,-3,3,0,-6,-6,3,0,3,-3,False,False,True,False,True,False,False,-2,1/720,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
371,-1,1,-1,1,1,1,-1,-1,1,1,-3,-3,3,0,-6,-6,3,0,3,3,False,False,True,False,True,True,False,0,0,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
372,-1,1,-1,1,1,1,-1,1,-1,-1,-3,-3,3,0,-6,-6,3,0,-3,-3,False,False,True,False,False,False,False,-2,1/720,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
373,-1,1,-1,1,1,1,-1,1,-1,1,-3,-3,3,0,-6,-6,3,0,-3,3,False,False,True,False,False,True,False,0,0,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
374,-1,1,-1,1,1,1,-1,1,1,-1,-3,-3,3,0,-6,-6,3,0,3,-3,False,False,True,False,True,False,False,0,0,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
375,-1,1,-1,1,1,1,-1,1,1,1,-3,-3,3,0,-6,-6,3,0,3,3,False,False,True,False,True,True,False,2,-1/720,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
376,-1,1,-1,1,1,1,1,-1,-1,-1,-3,-3,3,0,-6,-6,-3,0,-3,-3,False,False,True,False,True,True,False,0,0,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
377,-1,1,-1,1,1,1,1,-1,-1,1,-3,-3,3,0,-6,-6,-3,0,-3,3,False,False,True,False,True,False,False,2,-1/720,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
378,-1,1,-1,1,1,1,1,-1,1,-1,-3,-3,3,0,-6,-6,-3,0,3,-3,False,False,True,False,False,True,False,2,-1/720,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
379,-1,1,-1,1,1,1,1,-1,1,1,-3,-3,3,0,-6,-6,-3,0,3,3,False,False,True,False,False,False,False,4,-1/360,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
380,-1,1,-1,1,1,1,1,1,-1,-1,-3,-3,3,0,-6,-6,-3,0,-3,-3,False,False,True,False,True,True,False,2,-1/720,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
381,-1,1,-1,1,1,1,1,1,-1,1,-3,-3,3,0,-6,-6,-3,0,-3,3,False,False,True,False,True,False,False,4,-1/360,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
